,Text,Date,Year,hashtag,Cleaned,final_sentiment
5158,"#HappyNewYear2018 
पर नशा मुक्त भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/KdKFrMgYss
#MannKiBaat ""Happy New Year"" https://t.co/aX38LbFgzN",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",nasha mukta year happy year,1
5159,India looks forward to welcoming ASEAN leaders for Republic Day 2018 celebrations. This is the first time so many leaders will grace the celebrations as the Chief Guests. #MannKiBaat https://t.co/cg0ZHDaYtx,2017-12-31,2017,['MannKiBaat'],india looks forward welcoming asean leaders republic celebrations this first time many leaders will grace celebrations chief guests,1
5160,"@OfficeOfRG @BJP4India #MannKiBaat
Please read for the good of our country...
TOI Edit Page : How to make India great: https://t.co/snDbYuFiWd via @TOIOpinion",2017-12-31,2017,['MannKiBaat'],read good countrytoi edit page make india great,1
5161,#2017 was for Aadhar Card; let's see what @PMOIndia  is planning for #2018NewYear  #HNY #MannKiBaat,2017-12-31,2017,"['2017', '2018NewYear', 'HNY', 'MannKiBaat']",aadhar card lets what planning,1
5162,#WhatsApp_कि_घर_वापसी_हुई mubarak ho desh wasiyo or #Bhaiyo_bheno #VikasToPuranaHoGya #MannKiBaat #कभी_जुमला_ना_कहना #indian @DrKumarVishwas @i_marwadi @ModiLeDubega @AdibaDare @KnhaiyaKumarJNU @AliSohrab007 @spallavi790 @DrRizwanAhmed1 @Ahmad_Shakeel @HardikPatel_ @adeela51,2017-12-31,2017,"['WhatsApp_क', 'Bhaiyo_bheno', 'VikasToPuranaHoGya', 'MannKiBaat', 'कभ', 'indian']",mubarak desh wasiyo,1
5163,"#HappyNewYear2018 #MannKiBaat #travel #Photo #PayInParts #Welcome2018 

Wishing you all a happy new year",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat', 'travel', 'Photo', 'PayInParts', 'Welcome2018']",wishing happy year,-1
5164,"""Cheers to a new year and another chance for us to get it right."" #PositiveIndia #MannKiBaat  #Rajivkpundir #Welcome2018 #happynewyear2018 #ByeBye2017 #LightUp2018 #Hello2018 #Leadership https://t.co/Yr8OVIsKzL",2017-12-31,2017,"['PositiveIndia', 'MannKiBaat', 'Rajivkpundir', 'Welcome2018', 'happynewyear2018', 'ByeBye2017', 'LightUp2018', 'Hello2018', 'Leadership']",cheers year another chance right,1
5165,"What's App Down in my area INDIA... @12.07am to @12.55 2018. 
Welcom to 2018 #DigitalIndia
#IncredibleIndia
#HappyNewYear2018 #indian
#India #MannKiBaat #NarendraModi #TransformingIndia @PMOIndia @narendramodi",2017-12-31,2017,"['DigitalIndia', 'IncredibleIndia', 'HappyNewYear2018', 'indian', 'India', 'MannKiBaat', 'NarendraModi', 'TransformingIndia']",whats down area india welcom,1
5166,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/Xb0YcB1Yt2,2017-12-31,2017,['MannKiBaat'],just took quiz narendra modi,1
5167,"Link ur aadhar instantly for restoring WhatsApp functioning.. :Modi
#Aadhaar #WhatsApp #MannKiBaat",2017-12-31,2017,"['Aadhaar', 'WhatsApp', 'MannKiBaat']",link aadhar instantly restoring whatsapp functioning modi,1
5168,"Modi G is busy in Creating issues he is not talking abt 15lakh not About Black Money not about Smarts Cities not About Killing Innocents in the name of cow love jihad and muslims in masjids, Jashodaben is waiting for justice still.. Is it Ache Din @htTweets @ndtv #MannKiBaat",2017-12-31,2017,['MannKiBaat'],modi busy creating issues talking lakh about black money about smarts cities about killing innocents name love jihad muslims masjids jashodaben waiting justice still ache,-1
5169,A step that will benefit Muslim women. They can proceed on Haj without ‘Mehram.’ #MannKiBaat Mehram,2017-12-31,2017,['MannKiBaat'],step that will benefit muslim women they proceed without mehram mehram,1
5170,"ये साल सद्भावना, सम्मान, सेवा, सामंजस्य और सच्चाई के नाम. आप सभी को मेरा प्रेम से प्रणाम 😇🙏#Happy New Year 2018 #SevaKe3Saal #PositiveIndia #RightPlaceRightTime #MannKiBaat",2017-12-31,2017,"['Happy', 'SevaKe3Saal', 'PositiveIndia', 'RightPlaceRightTime', 'MannKiBaat']",year,1
5171,"Wo koi Gunda hi ho sakta haan, Jo Kiss se peyar Kar sakta haan....#MannKiBaat",2017-12-31,2017,['MannKiBaat'],gunda sakta haan kiss peyar sakta haan,1
5172,"A vote is the biggest power in a democracy. It can transform our nation. @narendramodi
@AmitShah
@BJP4India
@BJP4Maharashtra
#MannKiBaat https://t.co/dChQsMcmIy https://t.co/aXoB8nYzPq",2017-12-31,2017,['MannKiBaat'],vote biggest power democracy transform nation,1
5173,"I am looking at those people who were against bursting crackers in Diwali. Now let's see where those eco-friendly people are. I think they are celebrating New Year Eve with crackers! :)

#Hypocrisy #MannKiBaat #NewYear #2017TheYearThatWas",2017-12-31,2017,"['Hypocrisy', 'MannKiBaat', 'NewYear', '2017TheYearThatWas']",looking those people were against bursting crackers diwali lets where those ecofriendly people think they celebrating year with crackers,1
5174,Welcome all 21st Century voters as they become part of the democracy #MannKiBaat #HappyNewYear2018 #Millennials https://t.co/tPptduwQFC,2017-12-31,2017,"['MannKiBaat', 'HappyNewYear2018', 'Millennials']",welcome century voters they become part democracy,1
5175,"#HappyNewYear2018 पर नशा मुक्त  भारत अभियान
Sant Rampal ji ke anuyayi sab prakar ka nasha tayagkar ak achche samaj ka nirman kar rhe hai phir bhi aap  param sant ko desh drohi kahte ho. #Creation_Of_Nature #MannKiBaat https://t.co/OYyqs690MN https://t.co/TlXqpMMZ8y",2017-12-31,2017,"['HappyNewYear2018', 'Creation_Of_Nature', 'MannKiBaat']",sant rampal anuyayi prakar nasha tayagkar achche samaj nirman phir param sant desh drohi kahte,1
5176,"#HappyNewYear2018 पर नशा मुक्त  भारत अभियान
#MannKiBaat 
Jai ho bandi chod kabir saheb ki jai ho bandi chod rampal ji maharaj ki https://t.co/YS5FWy7KKc",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",bandi chod kabir saheb bandi chod rampal maharaj,1
5177,"Modi hasn't won a single election in 2018 till now.   It is a moral victory to Rahul . 

#MannKiBaat #HappyNewYear2018 #HappyNewYear #Presstitutes #Pappu #Piddi #Piddis #Modi",2017-12-31,2017,"['MannKiBaat', 'HappyNewYear2018', 'HappyNewYear', 'Presstitutes', 'Pappu', 'Piddi', 'Piddis', 'Modi']",modi hasnt single election till moral victory rahul,1
5178,#MannKiBaat begins shortly. It can be heard here. https://t.co/fm7KuujbL9 by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
5179,"A vote is the biggest power in a democracy. It can transform our nation. #MannKiBaat
@narendramodi @Ramlal https://t.co/u9Om7H1BR5",2017-12-31,2017,['MannKiBaat'],vote biggest power democracy transform nation,1
5180,#MannKiBaat begins shortly. It can be heard here. https://t.co/0kBYmy2gtr by #modi_ka_bhgat via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'modi_ka_bhgat']",begins shortly heard here,1
5181,"New Years At The Lalit
 पर नशा मुक्त  भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/KdKFrMgYss
#MannKiBaat ""Happy New Year"" https://t.co/rsGFzZNKye",2017-12-31,2017,['MannKiBaat'],years lalit nasha mukta year happy year,1
5182,"Last week I met an introvert,

He ought to be dead by now.

#MannKiBaat",2017-12-31,2017,['MannKiBaat'],last week introverthe ought dead,1
5183,"Genuine success comes only to those who are ready for it. So never step back and always have courage to accept new challenges. Wishing you a very happy new year 2018...😍
#Balraj #MannKiBaat #ankurmlk84 #Rajinikanth #HappyNewYear2018",2017-12-31,2017,"['Balraj', 'MannKiBaat', 'ankurmlk84', 'Rajinikanth', 'HappyNewYear2018']",genuine success comes only those ready never step back always have courage accept challenges wishing very happy year,1
5184,"#ThankYou2017
Happy New Year
#HappyNewYear2018 पर नशा मुक्त  भारत अभियान
""""नशा करता है नाश""""
फिर भी लोग नशा करने के लिए काफी money बर्बाद कर देते है।
ऐसा क्यों हो रहा है???? 
#اتلتيكو_مدريد
#بالاستغفار_تمطر_الديار
#MannKiBaat https://t.co/OvYNiaqNhB",2017-12-31,2017,"['ThankYou2017', 'HappyNewYear2018', 'اتلتيكو_مدريد', 'بالاستغفار_تمطر_الديار', 'MannKiBaat']",year money,-1
5185,"Retweeted PMO India (@PMOIndia):

#MannKiBaat has begun. PM conveys greetings for 2018. Watch LIVE.... https://t.co/F4UveU7CKy",2017-12-31,2017,['MannKiBaat'],retweeted india begun conveys greetings watch live,1
5186,"Retweeted Narendra Modi (@narendramodi):

#MannKiBaat begins shortly. It can be heard here. https://t.co/qdaTCtBCox https://t.co/dlnbZlr4AD",2017-12-31,2017,['MannKiBaat'],retweeted narendra modi begins shortly heard here,1
5187,"Sir, can we expect fewer lies in 2018? #HowManyBJPLies #MannKiBaat https://t.co/nlaJWWRD5j",2017-12-31,2017,"['HowManyBJPLies', 'MannKiBaat']",expect fewer lies,1
5188,"@ANI Sir, can we expect fewer lies in 2018? #HowManyBJPLies #MannKiBaat",2017-12-31,2017,"['HowManyBJPLies', 'MannKiBaat']",expect fewer lies,1
5189,"Just one more yr is left for the #SwachhBharat mission to end. Still, I see lots of garbage and dirt around. Grassroot level is extremely weak. It's high time, cleanliness should be a priority for all of us. #MannKiBaat https://t.co/cQ00wr10pF",2017-12-31,2017,"['SwachhBharat', 'MannKiBaat']",just more left mission still lots garbage dirt around grassroot level extremely weak high time cleanliness should priority,1
5190,"Today, on the occasion of this new year, all of us take oath to make intoxicant free India, are you with us
#HappyNewYear2018
#MannKiBaat
please watch spiritual knowledge on sadhna tv at 7:40 pm https://t.co/o3BgjM75tR",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",today occasion this year take oath make intoxicant free india with watch spiritual knowledge sadhna,1
5191,"Creation_of_Nature 
वेदो मे लिखा है कि परमात्मा हमारी आयु बढ़ा सकता है और सभी रोगों से मुक्त कर सकता है।
फिर हमारी अकाल मृत्यु क्यों होती है ?
To know
Watch
साधना चैनल at 7:40Pm
Also read
👇

#MannKiBaat
#RajinikanthPoliticalEntry
#RanjiTrophy https://t.co/qHNBGfGnv8",2017-12-31,2017,"['MannKiBaat', 'RajinikanthPoliticalEntry', 'RanjiTrophy']",creation_of_nature knowwatch pmalso read,1
5192,"#MyNewYearWish2018
पर नशा मुक्त  भारत अभियान
पर नशा मुक्त भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/uGJvMClCN0
#MannKiBaat ""Happy New Year""",2017-12-31,2017,"['MyNewYearWish2018', 'MannKiBaat']",nasha mukta year happy year,1
5193,"#MyNewYearWish2018
पर नशा मुक्त  भारत अभियान
पर नशा मुक्त भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/Vt1vTmPfZc
#MannKiBaat ""Happy New Year""",2017-12-31,2017,"['MyNewYearWish2018', 'MannKiBaat']",nasha mukta year happy year,1
5194,"Creation_of_Nature
यहा हम इस दुनिया में क्यो पैदा हुये है?
हमे किसने बनाया??
कौन है हमारा पालनकर्ता??
हमारे मनुष्य जीवन का मूल उद्देश्य क्या है
https://t.co/N1tRWoN6oi
Watch
साधना चैनल 7:40Pm
Also read👇
https://t.co/Xff8UhIQOJ

#MannKiBaat
#RajinikanthPoliticalEntry
#RanjiTrophy",2017-12-31,2017,"['MannKiBaat', 'RajinikanthPoliticalEntry', 'RanjiTrophy']",creation_of_nature pmalso read,1
5195,"Mann Ki Baat: New India will be free from poison of casteism, communalism and terrorism, says PM Modi              
#MannKiBaat @BJPLive #PMModi  #NewYear2018 #NewYear 
https://t.co/XOscPsyCe6",2017-12-31,2017,"['MannKiBaat', 'PMModi', 'NewYear2018', 'NewYear']",mann baat india will free from poison casteism communalism terrorism says modi,1
5196,"The final#MannKiBaat of 2017 on the final day of the year at Laumuna,#BargarhParliament @narendramodi's #MannKiBaat program. https://t.co/xn29pVIB0S",2017-12-31,2017,"['MannKiBaat', 'BargarhParliament', 'MannKiBaat']",final final year laumuna program,1
5197,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/qk3oJ2i9E1,2017-12-31,2017,['MannKiBaat'],just took quiz narendra modi,1
5198,"@OfficeOfRG @INCIndia @rssurjewala @PChidambaram_IN @NewsNumberFlash,What actually it indicates last 3 years of Governance??? Over an above #GST &amp;#Demonetization, #RisingUnemployment, Poor #Economic Condition #sluggishManufacturing where r #AchheDinn #MannKiBaat even on #NewYear https://t.co/MG3RJbBjLp",2017-12-31,2017,"['GST', 'Demonetization', 'RisingUnemployment', 'Economic', 'sluggishManufacturing', 'AchheDinn', 'MannKiBaat', 'NewYear']",what actually indicates last years governance over above poor condition where even,-1
5199,"Creation_of_Nature
सृष्टि की रचना परमात्मा द्वारा हुई फिर भी कहते है परमात्मा निराकार है जबकि वेदो मे परमात्मा के साकार होने का प्रमाण हैBPNHumlUbM
Watch
साधना चैनल at 7:40Pm
Also read
👇

#MannKiBaat
#RajinikanthPoliticalEntry
#RanjiTrophy https://t.co/KVuB2QGria",2017-12-31,2017,"['MannKiBaat', 'RajinikanthPoliticalEntry', 'RanjiTrophy']",creation_of_nature bpnhumlubmwatch pmalso read,1
5200,Day 15 - He may plan to leave #Maharashtra soon. Why we can't see our police in action and why there is no reply on @OnlineRTI also. We have been to police station also but no action has been taken. #HomeBuyers #Mumbaikars #MannKiBaat #NaviMumbaiCheater #life #lightup2018,2017-12-31,2017,"['Maharashtra', 'HomeBuyers', 'Mumbaikars', 'MannKiBaat', 'NaviMumbaiCheater', 'life', 'lightup2018']",plan leave soon cant police action there reply also have been police station also action been taken,-1
5201,"Creation_of_Nature
सृष्टि की रचना परमात्मा द्वारा हुई फिर भी कहते है परमात्मा निराकार है जबकि वेदो मे परमात्मा के साकार होने का प्रमाण है
https://t.co/KxhjTsG1XQ
Watch
साधना चैनल at 7:40Pm
Also read
👇
#MannKiBaat
#RajinikanthPoliticalEntry
#RanjiTrophyFinal",2017-12-31,2017,"['MannKiBaat', 'RajinikanthPoliticalEntry', 'RanjiTrophyFinal']",creation_of_nature pmalso read,1
5202,"Creation_of_Nature
अवश्य जाने
क्या आत्मा शरीर के साथ मर जाती है या अमर रहती हैै??
Watch
साधना चैनल 7:40Pm
Also read
👇

#MannKiBaat
#RajinikanthPoliticalEntry
#RanjiTrophy https://t.co/bNpavojYa0",2017-12-31,2017,"['MannKiBaat', 'RajinikanthPoliticalEntry', 'RanjiTrophy']",creation_of_nature watch pmalso read,1
5203,"Countdown has begain.
Ready to welcome #NewYear

#HappyNewYear #NewYear2018 #hny2018🎄☃️🎅 #MannKiBaat
#ByeBye2017 #NYE2018 #Welcome2018 #holiday #holidayseason #New #influencerstyle #video #India #memories #happiness #life #lifestyle #NewYearAlert #CountdownNYE",2017-12-31,2017,"['NewYear', 'HappyNewYear', 'NewYear2018', 'hny2018', 'MannKiBaat', 'ByeBye2017', 'NYE2018', 'Welcome2018', 'holiday', 'holidayseason', 'New', 'influencerstyle', 'video', 'India', 'memories', 'happiness', 'life', 'lifestyle', 'NewYearAlert', 'CountdownNYE']",countdown begainready welcome,1
5204,#CRPF attack @adgpi @narendramodi why #adani do business in #Pakistan nation need to know ? #ModiFailedOnPakChina  #ModiDualTalk #Why #MannKiBaat #BJPEmptyPromises #NIA #Pulwama #BJPLies,2017-12-31,2017,"['CRPF', 'adani', 'Pakistan', 'ModiFailedOnPakChina', 'ModiDualTalk', 'Why', 'MannKiBaat', 'BJPEmptyPromises', 'NIA', 'Pulwama', 'BJPLies']",attack business nation need know,-1
5205,RT narendramodi: I convey greetings for a happy 2018. I also convey my best wishes for the various festivals we will mark in January 2018. #MannKiBaat https://t.co/XNmkIuOoy2,2017-12-31,2017,['MannKiBaat'],narendramodi convey greetings happy also convey best wishes various festivals will mark january,1
5206,"#HappyNewYear2018 
पर नशा मुक्त भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/uGJvMClCN0
#MannKiBaat ""Happy New Year""",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",nasha mukta year happy year,1
5207,"#HappyNewYear2018 
पर नशा मुक्त भारत अभियान
नए साल में नशा छोड़ने का प्रण लेते हैं
 ""NASHA MUKTA"" 
 NEW YEAR 2018 
 👇👇👇👇
https://t.co/Vt1vTmPfZc
#MannKiBaat ""Happy New Year""",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",nasha mukta year happy year,1
